game_date,home_team,away_team,defteam,yrdln,play_type,td_team,td_player_name,receiver_player_name,rusher_player_name,fixed_drive_result
2023-09-10,WAS,ARI,NA,ARI 35,NA,NA,NA,NA,NA,Punt
2023-09-10,WAS,ARI,ARI,ARI 35,kickoff,NA,NA,NA,NA,Punt
2023-09-10,WAS,ARI,ARI,WAS 25,run,NA,NA,NA,B.Robinson,Punt
2023-09-10,WAS,ARI,ARI,WAS 28,pass,NA,NA,J.Dotson,NA,Punt
2023-09-10,WAS,ARI,ARI,WAS 34,run,NA,NA,NA,C.Rodriguez,Punt
2023-09-10,WAS,ARI,ARI,WAS 36,pass,NA,NA,L.Thomas,NA,Punt
2023-09-10,WAS,ARI,ARI,WAS 36,pass,NA,NA,J.Dotson,NA,Punt
2023-09-10,WAS,ARI,ARI,WAS 48,pass,NA,NA,C.Samuel,NA,Punt
2023-09-10,WAS,ARI,ARI,WAS 49,pass,NA,NA,L.Thomas,NA,Punt
2023-09-10,WAS,ARI,ARI,WAS 49,pass,NA,NA,C.Samuel,NA,Punt
2023-09-10,WAS,ARI,ARI,ARI 49,punt,NA,NA,NA,NA,Punt
2023-09-10,WAS,ARI,WAS,ARI 17,run,NA,NA,NA,J.Conner,Punt
2023-09-10,WAS,ARI,WAS,ARI 16,run,NA,NA,NA,J.Conner,Punt
2023-09-10,WAS,ARI,WAS,ARI 22,pass,NA,NA,Z.Ertz,NA,Punt
2023-09-10,WAS,ARI,WAS,ARI 28,pass,NA,NA,Z.Pascal,NA,Punt
2023-09-10,WAS,ARI,WAS,ARI 28,pass,NA,NA,Z.Ertz,NA,Punt
2023-09-10,WAS,ARI,WAS,ARI 25,run,NA,NA,NA,J.Conner,Punt
2023-09-10,WAS,ARI,WAS,ARI 30,punt,NA,NA,NA,NA,Punt
2023-09-10,WAS,ARI,ARI,WAS 9,no_play,NA,NA,NA,NA,Touchdown
2023-09-10,WAS,ARI,ARI,WAS 24,pass,NA,NA,L.Thomas,NA,Touchdown
2023-09-10,WAS,ARI,ARI,WAS 30,run,NA,NA,NA,A.Gibson,Touchdown
2023-09-10,WAS,ARI,ARI,WAS 33,pass,NA,NA,J.Dotson,NA,Touchdown
2023-09-10,WAS,ARI,ARI,ARI 49,run,NA,NA,NA,B.Robinson,Touchdown
2023-09-10,WAS,ARI,ARI,MID 50,no_play,NA,NA,NA,NA,Touchdown
2023-09-10,WAS,ARI,ARI,ARI 13,run,NA,NA,NA,C.Samuel,Touchdown
2023-09-10,WAS,ARI,ARI,ARI 7,pass,WAS,B.Robinson,B.Robinson,NA,Touchdown
2023-09-10,WAS,ARI,ARI,ARI 15,extra_point,NA,NA,NA,NA,Touchdown
2023-09-10,WAS,ARI,WAS,WAS 35,kickoff,NA,NA,NA,NA,Field goal
2023-09-10,WAS,ARI,WAS,ARI 25,run,NA,NA,NA,R.Moore,Field goal
2023-09-10,WAS,ARI,WAS,ARI 29,run,NA,NA,NA,M.Brown,Field goal
2023-09-10,WAS,ARI,WAS,WAS 42,pass,NA,NA,J.Conner,NA,Field goal
2023-09-10,WAS,ARI,WAS,WAS 43,pass,NA,NA,R.Moore,NA,Field goal
2023-09-10,WAS,ARI,NA,WAS 12,no_play,NA,NA,NA,NA,Field goal
2023-09-10,WAS,ARI,WAS,WAS 12,pass,NA,NA,Z.Ertz,NA,Field goal
2023-09-10,WAS,ARI,WAS,WAS 12,run,NA,NA,NA,J.Dobbs,Field goal
2023-09-10,WAS,ARI,WAS,WAS 11,pass,NA,NA,Z.Ertz,NA,Field goal
2023-09-10,WAS,ARI,WAS,WAS 11,field_goal,NA,NA,NA,NA,Field goal
2023-09-10,WAS,ARI,ARI,ARI 35,kickoff,NA,NA,NA,NA,Turnover
2023-09-10,WAS,ARI,ARI,WAS 25,pass,NA,NA,NA,NA,Turnover
2023-09-10,WAS,ARI,ARI,WAS 24,no_play,NA,NA,NA,NA,Turnover
2023-09-10,WAS,ARI,ARI,WAS 14,NA,NA,NA,NA,NA,Turnover
2023-09-10,WAS,ARI,ARI,WAS 14,no_play,NA,NA,NA,NA,Turnover
2023-09-10,WAS,ARI,ARI,WAS 29,pass,NA,NA,J.Dotson,NA,Turnover
2023-09-10,WAS,ARI,WAS,WAS 37,pass,NA,NA,Z.Ertz,NA,Field goal
2023-09-10,WAS,ARI,WAS,WAS 33,run,NA,NA,NA,K.Ingram,Field goal
2023-09-10,WAS,ARI,WAS,WAS 36,pass,NA,NA,M.Brown,NA,Field goal
2023-09-10,WAS,ARI,WAS,WAS 36,field_goal,NA,NA,NA,NA,Field goal
2023-09-10,WAS,ARI,ARI,ARI 35,kickoff,NA,NA,NA,NA,Turnover
2023-09-10,WAS,ARI,ARI,WAS 25,run,NA,NA,NA,B.Robinson,Turnover
2023-09-10,WAS,ARI,ARI,WAS 31,run,NA,NA,NA,B.Robinson,Turnover
2023-09-10,WAS,ARI,ARI,WAS 36,run,NA,NA,NA,S.Howell,Turnover
2023-09-10,WAS,ARI,ARI,WAS 41,run,NA,NA,NA,A.Gibson,Turnover
2023-09-10,WAS,ARI,ARI,WAS 44,pass,NA,NA,T.McLaurin,NA,Turnover
2023-09-10,WAS,ARI,ARI,ARI 37,pass,NA,NA,C.Samuel,NA,Turnover
2023-09-10,WAS,ARI,ARI,ARI 36,pass,NA,NA,C.Turner,NA,Turnover
2023-09-10,WAS,ARI,ARI,ARI 19,run,NA,NA,NA,A.Gibson,Turnover
2023-09-10,WAS,ARI,WAS,ARI 16,run,NA,NA,NA,J.Conner,Punt
2023-09-10,WAS,ARI,WAS,ARI 18,no_play,NA,NA,NA,NA,Punt
2023-09-10,WAS,ARI,WAS,ARI 13,run,NA,NA,NA,J.Conner,Punt
2023-09-10,WAS,ARI,WAS,ARI 19,pass,NA,NA,NA,NA,Punt
2023-09-10,WAS,ARI,WAS,ARI 15,punt,NA,NA,NA,NA,Punt
2023-09-10,WAS,ARI,ARI,ARI 49,pass,NA,NA,T.McLaurin,NA,Punt
2023-09-10,WAS,ARI,ARI,ARI 37,pass,NA,NA,NA,NA,Punt
2023-09-10,WAS,ARI,ARI,ARI 37,pass,NA,NA,T.McLaurin,NA,Punt
2023-09-10,WAS,ARI,ARI,ARI 37,pass,NA,NA,NA,NA,Punt
2023-09-10,WAS,ARI,ARI,ARI 45,punt,NA,NA,NA,NA,Punt
2023-09-10,WAS,ARI,WAS,ARI 12,run,NA,NA,NA,J.Conner,Punt
2023-09-10,WAS,ARI,WAS,ARI 16,pass,NA,NA,T.McBride,NA,Punt
2023-09-10,WAS,ARI,WAS,ARI 26,pass,NA,NA,T.McBride,NA,Punt
2023-09-10,WAS,ARI,WAS,ARI 39,run,NA,NA,NA,K.Ingram,Punt
2023-09-10,WAS,ARI,WAS,ARI 36,pass,NA,NA,Z.Ertz,NA,Punt
2023-09-10,WAS,ARI,NA,ARI 39,no_play,NA,NA,NA,NA,Punt
2023-09-10,WAS,ARI,WAS,ARI 39,no_play,NA,NA,NA,NA,Punt
2023-09-10,WAS,ARI,WAS,ARI 29,run,NA,NA,NA,R.Moore,Punt
2023-09-10,WAS,ARI,NA,ARI 37,no_play,NA,NA,NA,NA,Punt
2023-09-10,WAS,ARI,WAS,ARI 37,punt,NA,NA,NA,NA,Punt
2023-09-10,WAS,ARI,ARI,WAS 12,pass,NA,NA,J.Dotson,NA,Opp touchdown
2023-09-10,WAS,ARI,ARI,WAS 26,pass,NA,NA,T.McLaurin,NA,Opp touchdown
2023-09-10,WAS,ARI,ARI,WAS 26,pass,NA,NA,L.Thomas,NA,Opp touchdown
2023-09-10,WAS,ARI,ARI,WAS 26,pass,ARI,C.Thomas,NA,NA,Opp touchdown
2023-09-10,WAS,ARI,WAS,WAS 15,extra_point,NA,NA,NA,NA,Opp touchdown
2023-09-10,WAS,ARI,ARI,ARI 35,kickoff,NA,NA,NA,NA,Field goal
2023-09-10,WAS,ARI,ARI,WAS 19,pass,NA,NA,C.Samuel,NA,Field goal
2023-09-10,WAS,ARI,ARI,WAS 37,pass,NA,NA,J.Dotson,NA,Field goal
2023-09-10,WAS,ARI,ARI,WAS 37,pass,NA,NA,L.Thomas,NA,Field goal
2023-09-10,WAS,ARI,NA,ARI 44,no_play,NA,NA,NA,NA,Field goal
2023-09-10,WAS,ARI,ARI,ARI 44,pass,NA,NA,C.Turner,NA,Field goal
2023-09-10,WAS,ARI,ARI,ARI 44,pass,NA,NA,C.Samuel,NA,Field goal
2023-09-10,WAS,ARI,ARI,ARI 12,pass,NA,NA,NA,NA,Field goal
2023-09-10,WAS,ARI,ARI,ARI 12,field_goal,NA,NA,NA,NA,Field goal
2023-09-10,WAS,ARI,NA,WAS 35,NA,NA,NA,NA,NA,Field goal
2023-09-10,WAS,ARI,WAS,WAS 35,kickoff,NA,NA,NA,NA,Field goal
2023-09-10,WAS,ARI,WAS,ARI 25,pass,NA,NA,M.Brown,NA,Field goal
2023-09-10,WAS,ARI,WAS,ARI 36,run,NA,NA,NA,J.Conner,Field goal
2023-09-10,WAS,ARI,WAS,ARI 42,pass,NA,NA,Mi.Wilson,NA,Field goal
2023-09-10,WAS,ARI,WAS,WAS 43,pass,NA,NA,Z.Ertz,NA,Field goal
2023-09-10,WAS,ARI,WAS,WAS 38,pass,NA,NA,Z.Ertz,NA,Field goal
2023-09-10,WAS,ARI,WAS,WAS 38,pass,NA,NA,M.Brown,NA,Field goal
2023-09-10,WAS,ARI,WAS,WAS 29,pass,NA,NA,J.Conner,NA,Field goal
2023-09-10,WAS,ARI,WAS,WAS 18,pass,NA,NA,R.Moore,NA,Field goal
2023-09-10,WAS,ARI,WAS,WAS 17,pass,NA,NA,J.Conner,NA,Field goal
2023-09-10,WAS,ARI,WAS,WAS 19,pass,NA,NA,M.Brown,NA,Field goal
2023-09-10,WAS,ARI,WAS,WAS 19,field_goal,NA,NA,NA,NA,Field goal
2023-09-10,WAS,ARI,ARI,ARI 35,kickoff,NA,NA,NA,NA,Punt
2023-09-10,WAS,ARI,ARI,WAS 25,pass,NA,NA,L.Thomas,NA,Punt
2023-09-10,WAS,ARI,ARI,WAS 31,run,NA,NA,NA,B.Robinson,Punt
2023-09-10,WAS,ARI,ARI,WAS 36,pass,NA,NA,J.Dotson,NA,Punt
2023-09-10,WAS,ARI,ARI,WAS 41,run,NA,NA,NA,B.Robinson,Punt
2023-09-10,WAS,ARI,ARI,WAS 47,run,NA,NA,NA,B.Robinson,Punt
2023-09-10,WAS,ARI,ARI,WAS 48,pass,NA,NA,NA,NA,Punt
2023-09-10,WAS,ARI,ARI,WAS 42,no_play,NA,NA,NA,NA,Punt
2023-09-10,WAS,ARI,ARI,WAS 32,pass,NA,NA,NA,NA,Punt
2023-09-10,WAS,ARI,ARI,WAS 25,punt,NA,NA,NA,NA,Punt
2023-09-10,WAS,ARI,WAS,ARI 25,run,NA,NA,NA,J.Conner,Punt
2023-09-10,WAS,ARI,WAS,ARI 37,run,NA,NA,NA,J.Conner,Punt
2023-09-10,WAS,ARI,WAS,ARI 42,no_play,NA,NA,NA,NA,Punt
2023-09-10,WAS,ARI,WAS,ARI 37,run,NA,NA,NA,J.Conner,Punt
2023-09-10,WAS,ARI,WAS,ARI 39,pass,NA,NA,Z.Ertz,NA,Punt
2023-09-10,WAS,ARI,WAS,ARI 39,punt,NA,NA,NA,NA,Punt
2023-09-10,WAS,ARI,ARI,WAS 25,no_play,NA,NA,NA,NA,Punt
2023-09-10,WAS,ARI,ARI,WAS 15,pass,NA,NA,B.Robinson,NA,Punt
2023-09-10,WAS,ARI,ARI,WAS 15,pass,NA,NA,L.Thomas,NA,Punt
2023-09-10,WAS,ARI,ARI,WAS 15,pass,NA,NA,L.Thomas,NA,Punt
2023-09-10,WAS,ARI,ARI,WAS 27,punt,NA,NA,NA,NA,Punt
2023-09-10,WAS,ARI,WAS,ARI 40,run,NA,NA,NA,K.Ingram,Turnover
2023-09-10,WAS,ARI,WAS,ARI 39,run,NA,NA,NA,J.Dobbs,Turnover
2023-09-10,WAS,ARI,WAS,ARI 35,pass,NA,NA,NA,NA,Turnover
2023-09-10,WAS,ARI,ARI,ARI 29,run,NA,NA,NA,B.Robinson,Touchdown
2023-09-10,WAS,ARI,ARI,ARI 25,NA,NA,NA,NA,NA,Touchdown
2023-09-10,WAS,ARI,ARI,ARI 25,run,NA,NA,NA,B.Robinson,Touchdown
2023-09-10,WAS,ARI,ARI,ARI 18,run,NA,NA,NA,B.Robinson,Touchdown
2023-09-10,WAS,ARI,ARI,ARI 11,run,NA,NA,NA,B.Robinson,Touchdown
2023-09-10,WAS,ARI,ARI,ARI 8,pass,NA,NA,NA,NA,Touchdown
2023-09-10,WAS,ARI,ARI,ARI 8,run,NA,NA,NA,C.Rodriguez,Touchdown
2023-09-10,WAS,ARI,ARI,ARI 6,run,WAS,S.Howell,NA,S.Howell,Touchdown
2023-09-10,WAS,ARI,ARI,ARI 15,extra_point,NA,NA,NA,NA,Touchdown
2023-09-10,WAS,ARI,WAS,WAS 35,kickoff,NA,NA,NA,NA,Punt
2023-09-10,WAS,ARI,WAS,ARI 25,run,NA,NA,NA,J.Conner,Punt
2023-09-10,WAS,ARI,WAS,ARI 24,pass,NA,NA,J.Conner,NA,Punt
2023-09-10,WAS,ARI,WAS,ARI 22,pass,NA,NA,R.Moore,NA,Punt
2023-09-10,WAS,ARI,WAS,ARI 23,punt,NA,NA,NA,NA,Punt
2023-09-10,WAS,ARI,ARI,WAS 24,run,NA,NA,NA,B.Robinson,Punt
2023-09-10,WAS,ARI,ARI,WAS 26,run,NA,NA,NA,B.Robinson,Punt
2023-09-10,WAS,ARI,ARI,WAS 23,pass,NA,NA,A.Gibson,NA,Punt
2023-09-10,WAS,ARI,ARI,WAS 33,punt,NA,NA,NA,NA,Punt
2023-09-10,WAS,ARI,WAS,ARI 21,pass,NA,NA,Mi.Wilson,NA,Turnover
2023-09-10,WAS,ARI,WAS,ARI 21,run,NA,NA,NA,J.Conner,Turnover
2023-09-10,WAS,ARI,WAS,ARI 29,run,NA,NA,NA,J.Conner,Turnover
2023-09-10,WAS,ARI,WAS,ARI 34,run,NA,NA,NA,K.Ingram,Turnover
2023-09-10,WAS,ARI,WAS,ARI 31,run,NA,NA,NA,K.Ingram,Turnover
2023-09-10,WAS,ARI,WAS,ARI 37,pass,NA,NA,M.Brown,NA,Turnover
2023-09-10,WAS,ARI,WAS,ARI 45,no_play,NA,NA,NA,NA,Turnover
2023-09-10,WAS,ARI,WAS,ARI 40,run,NA,NA,NA,J.Dobbs,Turnover
2023-09-10,WAS,ARI,ARI,ARI 22,run,NA,NA,NA,B.Robinson,Field goal
2023-09-10,WAS,ARI,ARI,ARI 21,run,NA,NA,NA,B.Robinson,Field goal
2023-09-10,WAS,ARI,ARI,ARI 18,run,NA,NA,NA,B.Robinson,Field goal
2023-09-10,WAS,ARI,ARI,ARI 15,field_goal,NA,NA,NA,NA,Field goal
2023-09-10,WAS,ARI,WAS,WAS 35,kickoff,NA,NA,NA,NA,Turnover on downs
2023-09-10,WAS,ARI,WAS,ARI 25,pass,NA,NA,Mi.Wilson,NA,Turnover on downs
2023-09-10,WAS,ARI,WAS,ARI 29,no_play,NA,NA,NA,NA,Turnover on downs
2023-09-10,WAS,ARI,WAS,ARI 34,run,NA,NA,NA,J.Conner,Turnover on downs
2023-09-10,WAS,ARI,WAS,ARI 37,pass,NA,NA,J.Conner,NA,Turnover on downs
2023-09-10,WAS,ARI,WAS,ARI 39,pass,NA,NA,NA,NA,Turnover on downs
2023-09-10,WAS,ARI,NA,ARI 31,no_play,NA,NA,NA,NA,Turnover on downs
2023-09-10,WAS,ARI,WAS,ARI 31,pass,NA,NA,Z.Ertz,NA,Turnover on downs
2023-09-10,WAS,ARI,WAS,ARI 37,pass,NA,NA,Mi.Wilson,NA,Turnover on downs
2023-09-10,WAS,ARI,ARI,ARI 36,run,NA,NA,NA,B.Robinson,Punt
2023-09-10,WAS,ARI,NA,ARI 34,no_play,NA,NA,NA,NA,Punt
2023-09-10,WAS,ARI,ARI,ARI 34,run,NA,NA,NA,B.Robinson,Punt
2023-09-10,WAS,ARI,NA,ARI 32,no_play,NA,NA,NA,NA,Punt
2023-09-10,WAS,ARI,ARI,ARI 32,run,NA,NA,NA,B.Robinson,Punt
2023-09-10,WAS,ARI,ARI,ARI 39,run,NA,NA,NA,C.Rodriguez,Punt
2023-09-10,WAS,ARI,ARI,ARI 36,no_play,NA,NA,NA,NA,Punt
2023-09-10,WAS,ARI,ARI,ARI 41,punt,NA,NA,NA,NA,Punt
2023-09-10,WAS,ARI,ARI,NA,NA,NA,NA,NA,NA,Punt
2023-09-11,NYJ,BUF,NA,NYJ 35,NA,NA,NA,NA,NA,Punt
2023-09-11,NYJ,BUF,NYJ,NYJ 35,kickoff,NA,NA,NA,NA,Punt
2023-09-11,NYJ,BUF,NYJ,BUF 25,pass,NA,NA,S.Diggs,NA,Punt
2023-09-11,NYJ,BUF,NYJ,BUF 32,pass,NA,NA,D.Harty,NA,Punt
2023-09-11,NYJ,BUF,NYJ,BUF 37,run,NA,NA,NA,J.Cook,Punt
2023-09-11,NYJ,BUF,NYJ,BUF 40,run,NA,NA,NA,J.Cook,Punt
2023-09-11,NYJ,BUF,NYJ,BUF 42,pass,NA,NA,S.Diggs,NA,Punt
2023-09-11,NYJ,BUF,NYJ,BUF 42,punt,NA,NA,NA,NA,Punt
2023-09-11,NYJ,BUF,BUF,NYJ 12,run,NA,NA,NA,Bre.Hall,Punt
2023-09-11,NYJ,BUF,BUF,NYJ 38,pass,NA,NA,NA,NA,Punt
2023-09-11,NYJ,BUF,BUF,NYJ 38,no_play,NA,NA,NA,NA,Punt
2023-09-11,NYJ,BUF,BUF,NYJ 43,pass,NA,NA,NA,NA,Punt
2023-09-11,NYJ,BUF,BUF,NYJ 33,pass,NA,NA,G.Wilson,NA,Punt
2023-09-11,NYJ,BUF,BUF,NYJ 40,pass,NA,NA,Mi.Carter,NA,Punt
2023-09-11,NYJ,BUF,BUF,NYJ 46,punt,NA,NA,NA,NA,Punt
2023-09-11,NYJ,BUF,NYJ,BUF 23,no_play,NA,NA,NA,NA,Field goal
2023-09-11,NYJ,BUF,NYJ,BUF 18,run,NA,NA,NA,J.Cook,Field goal
2023-09-11,NYJ,BUF,NYJ,BUF 23,pass,NA,NA,D.Harty,NA,Field goal
2023-09-11,NYJ,BUF,NYJ,BUF 24,run,NA,NA,NA,J.Allen,Field goal
2023-09-11,NYJ,BUF,NYJ,BUF 38,pass,NA,NA,D.Harty,NA,Field goal
2023-09-11,NYJ,BUF,NYJ,BUF 41,run,NA,NA,NA,J.Cook,Field goal
2023-09-11,NYJ,BUF,NYJ,BUF 49,pass,NA,NA,D.Knox,NA,Field goal
2023-09-11,NYJ,BUF,NYJ,NYJ 45,pass,NA,NA,S.Diggs,NA,Field goal
2023-09-11,NYJ,BUF,NYJ,NYJ 30,pass,NA,NA,NA,NA,Field goal
2023-09-11,NYJ,BUF,NYJ,NYJ 39,pass,NA,NA,D.Knox,NA,Field goal
2023-09-11,NYJ,BUF,NYJ,NYJ 35,pass,NA,NA,D.Harris,NA,Field goal
2023-09-11,NYJ,BUF,NYJ,NYJ 22,field_goal,NA,NA,NA,NA,Field goal
2023-09-11,NYJ,BUF,BUF,BUF 35,kickoff,NA,NA,NA,NA,Punt
2023-09-11,NYJ,BUF,BUF,NYJ 22,pass,NA,NA,NA,NA,Punt
2023-09-11,NYJ,BUF,BUF,NYJ 22,no_play,NA,NA,NA,NA,Punt
2023-09-11,NYJ,BUF,BUF,NYJ 17,pass,NA,NA,D.Cook,NA,Punt
2023-09-11,NYJ,BUF,BUF,NYJ 21,pass,NA,NA,A.Lazard,NA,Punt
2023-09-11,NYJ,BUF,BUF,NYJ 43,run,NA,NA,NA,D.Cook,Punt
2023-09-11,NYJ,BUF,BUF,NYJ 48,run,NA,NA,NA,D.Cook,Punt
2023-09-11,NYJ,BUF,BUF,NYJ 44,pass,NA,NA,NA,NA,Punt
2023-09-11,NYJ,BUF,BUF,NYJ 32,NA,NA,NA,NA,NA,Punt
2023-09-11,NYJ,BUF,BUF,NYJ 32,punt,NA,NA,NA,NA,Punt
2023-09-11,NYJ,BUF,NYJ,BUF 29,pass,NA,NA,NA,NA,Turnover
2023-09-11,NYJ,BUF,NYJ,BUF 27,pass,NA,NA,J.Cook,NA,Turnover
2023-09-11,NYJ,BUF,NYJ,BUF 31,pass,NA,NA,D.Harty,NA,Turnover
2023-09-11,NYJ,BUF,BUF,NYJ 4,run,NA,NA,NA,Bre.Hall,Field goal
2023-09-11,NYJ,BUF,BUF,BUF 13,run,NA,NA,NA,D.Cook,Field goal
2023-09-11,NYJ,BUF,BUF,BUF 12,run,NA,NA,NA,D.Cook,Field goal
2023-09-11,NYJ,BUF,BUF,BUF 8,pass,NA,NA,NA,NA,Field goal
2023-09-11,NYJ,BUF,BUF,BUF 8,field_goal,NA,NA,NA,NA,Field goal
2023-09-11,NYJ,BUF,NYJ,NYJ 35,kickoff,NA,NA,NA,NA,Touchdown
2023-09-11,NYJ,BUF,NYJ,BUF 25,run,NA,NA,NA,J.Cook,Touchdown
2023-09-11,NYJ,BUF,NYJ,BUF 20,pass,NA,NA,S.Diggs,NA,Touchdown
2023-09-11,NYJ,BUF,NYJ,BUF 38,pass,NA,NA,J.Cook,NA,Touchdown
2023-09-11,NYJ,BUF,NYJ,BUF 38,pass,NA,NA,D.Kincaid,NA,Touchdown
2023-09-11,NYJ,BUF,NYJ,BUF 46,run,NA,NA,NA,J.Allen,Touchdown
2023-09-11,NYJ,BUF,NYJ,NYJ 48,run,NA,NA,NA,J.Cook,Touchdown
2023-09-11,NYJ,BUF,NYJ,NYJ 36,run,NA,NA,NA,J.Cook,Touchdown
2023-09-11,NYJ,BUF,NYJ,NYJ 37,pass,NA,NA,G.Davis,NA,Touchdown
2023-09-11,NYJ,BUF,NYJ,NYJ 11,pass,NA,NA,S.Diggs,NA,Touchdown
2023-09-11,NYJ,BUF,NYJ,NYJ 8,run,NA,NA,NA,D.Harris,Touchdown
2023-09-11,NYJ,BUF,NYJ,NYJ 5,pass,BUF,S.Diggs,S.Diggs,NA,Touchdown
2023-09-11,NYJ,BUF,NYJ,NYJ 15,extra_point,NA,NA,NA,NA,Touchdown
2023-09-11,NYJ,BUF,BUF,BUF 35,kickoff,NA,NA,NA,NA,Turnover
2023-09-11,NYJ,BUF,BUF,NYJ 26,pass,NA,NA,T.Conklin,NA,Turnover
2023-09-11,NYJ,BUF,BUF,NYJ 28,run,NA,NA,NA,D.Cook,Turnover
2023-09-11,NYJ,BUF,BUF,NYJ 38,pass,NA,NA,R.Cobb,NA,Turnover
2023-09-11,NYJ,BUF,NYJ,MID 50,pass,NA,NA,D.Kincaid,NA,Field goal
2023-09-11,NYJ,BUF,NYJ,NYJ 44,run,NA,NA,NA,J.Cook,Field goal
2023-09-11,NYJ,BUF,NYJ,NYJ 31,pass,NA,NA,S.Diggs,NA,Field goal
2023-09-11,NYJ,BUF,NYJ,NYJ 25,pass,NA,NA,D.Kincaid,NA,Field goal
2023-09-11,NYJ,BUF,NYJ,NYJ 22,run,NA,NA,NA,J.Allen,Field goal
2023-09-11,NYJ,BUF,NA,NYJ 20,no_play,NA,NA,NA,NA,Field goal
2023-09-11,NYJ,BUF,NYJ,NYJ 20,pass,NA,NA,NA,NA,Field goal
2023-09-11,NYJ,BUF,NA,NYJ 23,no_play,NA,NA,NA,NA,Field goal
2023-09-11,NYJ,BUF,NYJ,NYJ 23,pass,NA,NA,J.Cook,NA,Field goal
2023-09-11,NYJ,BUF,NYJ,NYJ 23,run,NA,NA,NA,J.Allen,Field goal
2023-09-11,NYJ,BUF,NA,NYJ 16,no_play,NA,NA,NA,NA,Field goal
2023-09-11,NYJ,BUF,NYJ,NYJ 16,field_goal,NA,NA,NA,NA,Field goal
2023-09-11,NYJ,BUF,BUF,BUF 35,kickoff,NA,NA,NA,NA,End of half
2023-09-11,NYJ,BUF,BUF,NYJ 25,qb_kneel,NA,NA,NA,Z.Wilson,End of half
2023-09-11,NYJ,BUF,NA,BUF 35,NA,NA,NA,NA,NA,End of half
2023-09-11,NYJ,BUF,BUF,BUF 35,kickoff,NA,NA,NA,NA,Field goal
2023-09-11,NYJ,BUF,BUF,NYJ 25,run,NA,NA,NA,Bre.Hall,Field goal
2023-09-11,NYJ,BUF,BUF,NYJ 25,pass,NA,NA,Bre.Hall,NA,Field goal
2023-09-11,NYJ,BUF,BUF,NYJ 25,pass,NA,NA,G.Wilson,NA,Field goal
2023-09-11,NYJ,BUF,BUF,NYJ 37,pass,NA,NA,D.Cook,NA,Field goal
2023-09-11,NYJ,BUF,BUF,NYJ 44,pass,NA,NA,Bre.Hall,NA,Field goal
2023-09-11,NYJ,BUF,BUF,BUF 36,run,NA,NA,NA,D.Cook,Field goal
2023-09-11,NYJ,BUF,BUF,BUF 27,run,NA,NA,NA,D.Cook,Field goal
2023-09-11,NYJ,BUF,BUF,BUF 28,run,NA,NA,NA,D.Cook,Field goal
2023-09-11,NYJ,BUF,BUF,BUF 22,run,NA,NA,NA,Bre.Hall,Field goal
2023-09-11,NYJ,BUF,BUF,BUF 21,run,NA,NA,NA,Bre.Hall,Field goal
2023-09-11,NYJ,BUF,BUF,BUF 25,pass,NA,NA,NA,NA,Field goal
2023-09-11,NYJ,BUF,BUF,BUF 25,field_goal,NA,NA,NA,NA,Field goal
2023-09-11,NYJ,BUF,NYJ,NYJ 35,kickoff,NA,NA,NA,NA,Turnover
2023-09-11,NYJ,BUF,NYJ,BUF 25,run,NA,NA,NA,J.Cook,Turnover
2023-09-11,NYJ,BUF,NYJ,BUF 24,pass,NA,NA,D.Knox,NA,Turnover
2023-09-11,NYJ,BUF,NYJ,BUF 39,pass,NA,NA,D.Kincaid,NA,Turnover
2023-09-11,NYJ,BUF,NYJ,BUF 48,run,NA,NA,NA,J.Cook,Turnover
2023-09-11,NYJ,BUF,NYJ,NYJ 49,pass,NA,NA,J.Cook,NA,Turnover
2023-09-11,NYJ,BUF,NYJ,NYJ 46,pass,NA,NA,S.Diggs,NA,Turnover
2023-09-11,NYJ,BUF,NYJ,NYJ 38,pass,NA,NA,NA,NA,Turnover
2023-09-11,NYJ,BUF,NYJ,NYJ 41,pass,NA,NA,S.Diggs,NA,Turnover
2023-09-11,NYJ,BUF,BUF,NYJ 20,pass,NA,NA,D.Cook,NA,Punt
2023-09-11,NYJ,BUF,BUF,NYJ 35,pass,NA,NA,G.Wilson,NA,Punt
2023-09-11,NYJ,BUF,BUF,NYJ 33,pass,NA,NA,A.Lazard,NA,Punt
2023-09-11,NYJ,BUF,BUF,NYJ 33,pass,NA,NA,Mi.Carter,NA,Punt
2023-09-11,NYJ,BUF,BUF,NYJ 39,punt,NA,NA,NA,NA,Punt
2023-09-11,NYJ,BUF,NYJ,BUF 15,run,NA,NA,NA,D.Harty,Punt
2023-09-11,NYJ,BUF,NYJ,BUF 19,pass,NA,NA,NA,NA,Punt
2023-09-11,NYJ,BUF,NYJ,BUF 19,pass,NA,NA,J.Cook,NA,Punt
2023-09-11,NYJ,BUF,NYJ,BUF 23,punt,NA,NA,NA,NA,Punt
2023-09-11,NYJ,BUF,BUF,NYJ 25,pass,NA,NA,A.Lazard,NA,Punt
2023-09-11,NYJ,BUF,BUF,NYJ 25,run,NA,NA,NA,Bre.Hall,Punt
2023-09-11,NYJ,BUF,BUF,NYJ 32,NA,NA,NA,NA,NA,Punt
2023-09-11,NYJ,BUF,BUF,NYJ 32,pass,NA,NA,NA,NA,Punt
2023-09-11,NYJ,BUF,BUF,NYJ 31,punt,NA,NA,NA,NA,Punt
2023-09-11,NYJ,BUF,NYJ,BUF 15,pass,NA,NA,J.Cook,NA,Turnover
